PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
MO_Z04_CAN,Moon,Cancer,77,80,157,0.49,0.51
MO_Z05_LEO,Moon,Leo,77,78,155,0.5,0.5
MO_Z06_VIR,Moon,Virgo,78,74,152,0.51,0.49
MO_Z07_LIB,Moon,Libra,75,74,149,0.5,0.5
MO_Z08_SCO,Moon,Scorpio,82,70,152,0.54,0.46
MO_Z09_SAG,Moon,Sagittarius,81,74,155,0.52,0.48
MO_Z10_CAP,Moon,Capricorn,83,75,158,0.53,0.47
MO_Z11_AQU,Moon,Aquarius,101,64,165,0.61,0.39
MO_Z12_PIS,Moon,Pisces,81,84,165,0.49,0.51
NE_Z12_PIS,Neptune,Pisces,971,930,1901,0.51,0.49
NN_Z02_TAU,NNode,Taurus,199,200,399,0.5,0.5
NN_Z03_GEM,NNode,Gemini,297,269,566,0.52,0.48
NN_Z04_CAN,NNode,Cancer,289,278,567,0.51,0.49
NN_Z05_LEO,NNode,Leo,186,183,369,0.5,0.5
PA_Z01_ARI,Pallas,Aries,80,60,140,0.57,0.43
PA_Z02_TAU,Pallas,Taurus,63,77,140,0.45,0.55
PA_Z03_GEM,Pallas,Gemini,68,47,115,0.59,0.41
PA_Z04_CAN,Pallas,Cancer,97,95,192,0.51,0.49
PA_Z05_LEO,Pallas,Leo,22,33,55,0.4,0.6
PA_Z06_VIR,Pallas,Virgo,30,32,62,0.48,0.52
PA_Z07_LIB,Pallas,Libra,141,153,294,0.48,0.52
PA_Z08_SCO,Pallas,Scorpio,37,37,74,0.5,0.5
PA_Z09_SAG,Pallas,Sagittarius,35,36,71,0.49,0.51
PA_Z10_CAP,Pallas,Capricorn,151,140,291,0.52,0.48
PA_Z11_AQU,Pallas,Aquarius,72,51,123,0.59,0.41
PA_Z12_PIS,Pallas,Pisces,175,169,344,0.51,0.49
PH_Z09_SAG,Pholus,Sagittarius,152,182,334,0.46,0.54
PH_Z10_CAP,Pholus,Capricorn,819,748,1567,0.52,0.48
PL_Z10_CAP,Pluto,Capricorn,971,930,1901,0.51,0.49
SA_Z09_SAG,Saturn,Sagittarius,32,7,39,0.82,0.18
SA_Z10_CAP,Saturn,Capricorn,483,509,992,0.49,0.51
SA_Z11_AQU,Saturn,Aquarius,456,414,870,0.52,0.48
SN_Z08_SCO,SNode,Scorpio,199,200,399,0.5,0.5
SN_Z09_SAG,SNode,Sagittarius,297,269,566,0.52,0.48
SN_Z10_CAP,SNode,Capricorn,289,278,567,0.51,0.49
SN_Z11_AQU,SNode,Aquarius,186,183,369,0.5,0.5
SU_Z01_ARI,Sun,Aries,90,63,153,0.59,0.41
SU_Z02_TAU,Sun,Taurus,75,80,155,0.48,0.52
SU_Z03_GEM,Sun,Gemini,74,82,156,0.47,0.53
SU_Z04_CAN,Sun,Cancer,77,80,157,0.49,0.51
SU_Z05_LEO,Sun,Leo,83,74,157,0.53,0.47
SU_Z06_VIR,Sun,Virgo,70,85,155,0.45,0.55
SU_Z07_LIB,Sun,Libra,74,77,151,0.49,0.51
SU_Z08_SCO,Sun,Scorpio,79,82,161,0.49,0.51
SU_Z09_SAG,Sun,Sagittarius,95,81,176,0.54,0.46
SU_Z10_CAP,Sun,Capricorn,95,83,178,0.53,0.47
SU_Z11_AQU,Sun,Aquarius,88,64,152,0.58,0.42
SU_Z12_PIS,Sun,Pisces,71,79,150,0.47,0.53
UR_Z01_ARI,Uranus,Aries,160,145,305,0.52,0.48
UR_Z02_TAU,Uranus,Taurus,811,785,1596,0.51,0.49
VE_Z01_ARI,Venus,Aries,62,65,127,0.49,0.51
VE_Z02_TAU,Venus,Taurus,65,63,128,0.51,0.49
VE_Z03_GEM,Venus,Gemini,127,98,225,0.56,0.44
VE_Z04_CAN,Venus,Cancer,62,67,129,0.48,0.52
VE_Z05_LEO,Venus,Leo,52,74,126,0.41,0.59
VE_Z06_VIR,Venus,Virgo,60,67,127,0.47,0.53
VE_Z07_LIB,Venus,Libra,73,90,163,0.45,0.55
VE_Z08_SCO,Venus,Scorpio,113,94,207,0.55,0.45
VE_Z09_SAG,Venus,Sagittarius,81,71,152,0.53,0.47
VE_Z10_CAP,Venus,Capricorn,114,130,244,0.47,0.53
VE_Z11_AQU,Venus,Aquarius,91,57,148,0.61,0.39
VE_Z12_PIS,Venus,Pisces,71,54,125,0.57,0.43
VS_Z01_ARI,Vesta,Aries,37,30,67,0.55,0.45
VS_Z02_TAU,Vesta,Taurus,141,145,286,0.49,0.51
VS_Z03_GEM,Vesta,Gemini,44,30,74,0.59,0.41
VS_Z04_CAN,Vesta,Cancer,39,30,69,0.57,0.43
VS_Z05_LEO,Vesta,Leo,32,40,72,0.44,0.56
VS_Z06_VIR,Vesta,Virgo,141,129,270,0.52,0.48
VS_Z07_LIB,Vesta,Libra,44,24,68,0.65,0.35
VS_Z08_SCO,Vesta,Scorpio,71,46,117,0.61,0.39
VS_Z09_SAG,Vesta,Sagittarius,94,136,230,0.41,0.59
VS_Z10_CAP,Vesta,Capricorn,98,106,204,0.48,0.52
VS_Z11_AQU,Vesta,Aquarius,108,120,228,0.47,0.53
VS_Z12_PIS,Vesta,Pisces,122,94,216,0.56,0.44
