PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
SU_Z06_VIR,Sun,Virgo,51,73,124,0.41,0.59
SU_Z07_LIB,Sun,Libra,67,58,125,0.54,0.46
SU_Z08_SCO,Sun,Scorpio,60,60,120,0.5,0.5
SU_Z09_SAG,Sun,Sagittarius,61,57,118,0.52,0.48
SU_Z10_CAP,Sun,Capricorn,69,49,118,0.58,0.42
SU_Z11_AQU,Sun,Aquarius,70,48,118,0.59,0.41
SU_Z12_PIS,Sun,Pisces,48,72,120,0.4,0.6
UR_Z01_ARI,Uranus,Aries,185,170,355,0.52,0.48
UR_Z02_TAU,Uranus,Taurus,577,532,1109,0.52,0.48
VE_Z01_ARI,Venus,Aries,55,46,101,0.54,0.46
VE_Z02_TAU,Venus,Taurus,64,39,103,0.62,0.38
VE_Z03_GEM,Venus,Gemini,119,79,198,0.6,0.4
VE_Z04_CAN,Venus,Cancer,38,67,105,0.36,0.64
VE_Z05_LEO,Venus,Leo,41,60,101,0.41,0.59
VE_Z06_VIR,Venus,Virgo,62,60,122,0.51,0.49
VE_Z07_LIB,Venus,Libra,82,81,163,0.5,0.5
VE_Z08_SCO,Venus,Scorpio,97,82,179,0.54,0.46
VE_Z09_SAG,Venus,Sagittarius,48,51,99,0.48,0.52
VE_Z10_CAP,Venus,Capricorn,51,48,99,0.52,0.48
VE_Z11_AQU,Venus,Aquarius,53,43,96,0.55,0.45
VE_Z12_PIS,Venus,Pisces,52,46,98,0.53,0.47
VS_Z01_ARI,Vesta,Aries,37,30,67,0.55,0.45
VS_Z02_TAU,Vesta,Taurus,138,148,286,0.48,0.52
VS_Z03_GEM,Vesta,Gemini,46,27,73,0.63,0.37
VS_Z04_CAN,Vesta,Cancer,44,25,69,0.64,0.36
VS_Z05_LEO,Vesta,Leo,32,37,69,0.46,0.54
VS_Z06_VIR,Vesta,Virgo,142,128,270,0.53,0.47
VS_Z07_LIB,Vesta,Libra,62,56,118,0.53,0.47
VS_Z08_SCO,Vesta,Scorpio,40,29,69,0.58,0.42
VS_Z09_SAG,Vesta,Sagittarius,79,95,174,0.45,0.55
VS_Z10_CAP,Vesta,Capricorn,78,68,146,0.53,0.47
VS_Z11_AQU,Vesta,Aquarius,31,31,62,0.5,0.5
VS_Z12_PIS,Vesta,Pisces,33,28,61,0.54,0.46
