PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
PA_Z09_SAG,Pallas,Sagittarius,31,40,71,0.44,0.56
PA_Z10_CAP,Pallas,Capricorn,139,148,287,0.48,0.52
PA_Z11_AQU,Pallas,Aquarius,64,59,123,0.52,0.48
PA_Z12_PIS,Pallas,Pisces,58,74,132,0.44,0.56
PH_Z09_SAG,Pholus,Sagittarius,200,219,419,0.48,0.52
PH_Z10_CAP,Pholus,Capricorn,474,532,1006,0.47,0.53
PL_Z10_CAP,Pluto,Capricorn,674,751,1425,0.47,0.53
SA_Z09_SAG,Saturn,Sagittarius,63,61,124,0.51,0.49
SA_Z10_CAP,Saturn,Capricorn,460,529,989,0.47,0.53
SA_Z11_AQU,Saturn,Aquarius,151,161,312,0.48,0.52
SN_Z09_SAG,SNode,Sagittarius,192,213,405,0.47,0.53
SN_Z10_CAP,SNode,Capricorn,266,300,566,0.47,0.53
SN_Z11_AQU,SNode,Aquarius,216,238,454,0.48,0.52
SU_Z01_ARI,Sun,Aries,70,51,121,0.58,0.42
SU_Z02_TAU,Sun,Taurus,58,66,124,0.47,0.53
SU_Z03_GEM,Sun,Gemini,51,74,125,0.41,0.59
SU_Z04_CAN,Sun,Cancer,57,64,121,0.47,0.53
SU_Z05_LEO,Sun,Leo,43,55,98,0.44,0.56
SU_Z06_VIR,Sun,Virgo,51,73,124,0.41,0.59
SU_Z07_LIB,Sun,Libra,64,54,118,0.54,0.46
SU_Z08_SCO,Sun,Scorpio,43,77,120,0.36,0.64
SU_Z09_SAG,Sun,Sagittarius,60,58,118,0.51,0.49
SU_Z10_CAP,Sun,Capricorn,66,52,118,0.56,0.44
SU_Z11_AQU,Sun,Aquarius,57,61,118,0.48,0.52
SU_Z12_PIS,Sun,Pisces,54,66,120,0.45,0.55
UR_Z01_ARI,Uranus,Aries,184,206,390,0.47,0.53
UR_Z02_TAU,Uranus,Taurus,490,545,1035,0.47,0.53
VE_Z01_ARI,Venus,Aries,50,51,101,0.5,0.5
VE_Z02_TAU,Venus,Taurus,54,49,103,0.52,0.48
VE_Z03_GEM,Venus,Gemini,94,104,198,0.47,0.53
VE_Z04_CAN,Venus,Cancer,44,69,113,0.39,0.61
VE_Z05_LEO,Venus,Leo,47,75,122,0.39,0.61
VE_Z06_VIR,Venus,Virgo,44,54,98,0.45,0.55
VE_Z07_LIB,Venus,Libra,60,78,138,0.43,0.57
VE_Z08_SCO,Venus,Scorpio,80,80,160,0.5,0.5
VE_Z09_SAG,Venus,Sagittarius,48,51,99,0.48,0.52
VE_Z10_CAP,Venus,Capricorn,48,51,99,0.48,0.52
VE_Z11_AQU,Venus,Aquarius,53,43,96,0.55,0.45
VE_Z12_PIS,Venus,Pisces,52,46,98,0.53,0.47
VS_Z01_ARI,Vesta,Aries,31,36,67,0.46,0.54
VS_Z02_TAU,Vesta,Taurus,134,152,286,0.47,0.53
VS_Z03_GEM,Vesta,Gemini,37,36,73,0.51,0.49
VS_Z04_CAN,Vesta,Cancer,34,35,69,0.49,0.51
VS_Z05_LEO,Vesta,Leo,28,41,69,0.41,0.59
VS_Z06_VIR,Vesta,Virgo,143,156,299,0.48,0.52
VS_Z07_LIB,Vesta,Libra,27,32,59,0.46,0.54
VS_Z08_SCO,Vesta,Scorpio,41,19,60,0.68,0.32
VS_Z09_SAG,Vesta,Sagittarius,70,104,174,0.4,0.6
VS_Z10_CAP,Vesta,Capricorn,72,74,146,0.49,0.51
VS_Z11_AQU,Vesta,Aquarius,24,38,62,0.39,0.61
VS_Z12_PIS,Vesta,Pisces,33,28,61,0.54,0.46
