PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
SU_Z01_ARI,Sun,Aries,71,50,121,0.59,0.41
SU_Z02_TAU,Sun,Taurus,52,72,124,0.42,0.58
SU_Z03_GEM,Sun,Gemini,62,81,143,0.43,0.57
SU_Z04_CAN,Sun,Cancer,72,85,157,0.46,0.54
SU_Z05_LEO,Sun,Leo,79,77,156,0.51,0.49
SU_Z06_VIR,Sun,Virgo,71,84,155,0.46,0.54
SU_Z07_LIB,Sun,Libra,85,64,149,0.57,0.43
SU_Z08_SCO,Sun,Scorpio,72,78,150,0.48,0.52
SU_Z09_SAG,Sun,Sagittarius,67,58,125,0.54,0.46
SU_Z10_CAP,Sun,Capricorn,67,51,118,0.57,0.43
SU_Z11_AQU,Sun,Aquarius,65,53,118,0.55,0.45
SU_Z12_PIS,Sun,Pisces,59,61,120,0.49,0.51
UR_Z01_ARI,Uranus,Aries,229,237,466,0.49,0.51
UR_Z02_TAU,Uranus,Taurus,593,577,1170,0.51,0.49
VE_Z01_ARI,Venus,Aries,48,56,104,0.46,0.54
VE_Z02_TAU,Venus,Taurus,64,67,131,0.49,0.51
VE_Z03_GEM,Venus,Gemini,104,121,225,0.46,0.54
VE_Z04_CAN,Venus,Cancer,55,76,131,0.42,0.58
VE_Z05_LEO,Venus,Leo,54,72,126,0.43,0.57
VE_Z06_VIR,Venus,Virgo,66,58,124,0.53,0.47
VE_Z07_LIB,Venus,Libra,80,83,163,0.49,0.51
VE_Z08_SCO,Venus,Scorpio,105,82,187,0.56,0.44
VE_Z09_SAG,Venus,Sagittarius,65,63,128,0.51,0.49
VE_Z10_CAP,Venus,Capricorn,67,56,123,0.54,0.46
VE_Z11_AQU,Venus,Aquarius,56,40,96,0.58,0.42
VE_Z12_PIS,Venus,Pisces,58,40,98,0.59,0.41
VS_Z01_ARI,Vesta,Aries,30,37,67,0.45,0.55
VS_Z02_TAU,Vesta,Taurus,141,145,286,0.49,0.51
VS_Z03_GEM,Vesta,Gemini,39,34,73,0.53,0.47
VS_Z04_CAN,Vesta,Cancer,36,33,69,0.52,0.48
VS_Z05_LEO,Vesta,Leo,48,65,113,0.42,0.58
VS_Z06_VIR,Vesta,Virgo,174,159,333,0.52,0.48
VS_Z07_LIB,Vesta,Libra,64,58,122,0.52,0.48
VS_Z08_SCO,Vesta,Scorpio,68,49,117,0.58,0.42
VS_Z09_SAG,Vesta,Sagittarius,81,106,187,0.43,0.57
VS_Z10_CAP,Vesta,Capricorn,75,71,146,0.51,0.49
VS_Z11_AQU,Vesta,Aquarius,27,35,62,0.44,0.56
VS_Z12_PIS,Vesta,Pisces,39,22,61,0.64,0.36
